"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","전체_점포_수","일반_점포_수","프랜차이즈_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수"
"20244","11","서울시","CS300028","화초","6153","6111","42","2","124","2","97"
"20244","11","서울시","CS300027","섬유제품","2880","2876","4","2","56","1","36"
"20244","11","서울시","CS300026","완구","993","992","1","5","53","1","9"
"20244","11","서울시","CS300025","자전거 및 기타운송장비","831","831","0","1","6","1","7"
"20244","11","서울시","CS300024","운동/경기용품","3851","3846","5","2","66","1","55"
"20244","11","서울시","CS300023","미용재료","1444","1444","0","2","31","2","22"
"20244","11","서울시","CS300022","화장품","14351","13527","824","1","103","2","291"
"20244","11","서울시","CS300021","문구","4592","4157","435","1","64","1","63"
"20244","11","서울시","CS300020","서적","4258","4179","79","1","58","1","55"
"20244","11","서울시","CS300019","의료기기","4015","3994","21","1","56","1","39"
"20244","11","서울시","CS300018","의약품","8850","8275","575","2","164","2","147"
"20244","11","서울시","CS300017","시계및귀금속","5935","5821","114","1","58","1","71"
"20244","11","서울시","CS300016","안경","2735","2039","696","1","28","1","29"
"20244","11","서울시","CS300015","가방","3025","3007","18","1","37","2","45"
"20244","11","서울시","CS300014","신발","4465","4381","84","1","28","3","117"
"20244","11","서울시","CS300013","유아의류","1730","1629","101","1","19","3","48"
"20244","11","서울시","CS300012","한복점","302","302","0","0","0","1","4"
"20244","11","서울시","CS300011","일반의류","48445","48350","95","1","580","2","992"
"20244","11","서울시","CS300010","반찬가게","9735","9398","337","3","284","2","176"
"20244","11","서울시","CS300009","청과상","9291","9247","44","2","199","2","186"
"20244","11","서울시","CS300008","수산물판매","5562","5516","46","0","6","2","106"
"20244","11","서울시","CS300007","육류판매","7256","7223","33","1","93","2","165"
"20244","11","서울시","CS300006","미곡판매","2985","2985","0","0","7","1","33"
"20244","11","서울시","CS300005","주류도매","920","920","0","0","0","1","11"
"20244","11","서울시","CS300004","핸드폰","6761","6714","47","1","31","2","150"
"20244","11","서울시","CS300003","컴퓨터및주변장치판매","9352","9349","3","0","36","1","85"
"20244","11","서울시","CS300002","편의점","9426","2609","6817","2","181","3","288"
"20244","11","서울시","CS300001","슈퍼마켓","11982","8316","3666","4","432","2","292"
"20244","11","서울시","CS200047","가정용품임대","1122","1120","2","0","0","1","12"
"20244","11","서울시","CS200046","의류임대","603","601","2","0","1","3","15"
"20244","11","서울시","CS200045","비디오/서적임대","223","202","21","1","2","3","7"
"20244","11","서울시","CS200044","여행사","7011","7005","6","1","37","1","83"
"20244","11","서울시","CS200043","건축물청소","6071","5961","110","1","74","2","121"
"20244","11","서울시","CS200042","통번역서비스","2255","2255","0","0","0","2","35"
"20244","11","서울시","CS200041","사진관","6913","6802","111","2","122","2","113"
"20244","11","서울시","CS200040","녹음실","1162","1160","2","0","0","1","16"
"20244","11","서울시","CS200039","DVD방","52","52","0","44","23","0","0"
"20244","11","서울시","CS200038","독서실","3499","2971","528","5","157","3","106"
"20244","11","서울시","CS200037","노래방","5760","5624","136","3","167","4","200"
"20244","11","서울시","CS200036","고시원","135","135","0","0","0","2","3"
"20244","11","서울시","CS200035","게스트하우스","1532","1518","14","0","4","2","30"
"20244","11","서울시","CS200034","여관","3090","3066","24","5","154","3","87"
"20244","11","서울시","CS200033","부동산중개업","40185","40129","56","0","17","2","739"
"20244","11","서울시","CS200032","가전제품수리","2987","2983","4","1","32","1","40"
"20244","11","서울시","CS200031","세탁소","6064","5024","1040","2","122","2","107"
"20244","11","서울시","CS200030","피부관리실","9043","8765","278","6","498","2","206"
"20244","11","서울시","CS200029","네일숍","4929","4842","87","0","2","3","134"
"20244","11","서울시","CS200028","미용실","21831","20200","1631","2","420","2","364"
"20244","11","서울시","CS200027","모터사이클수리","725","714","11","3","20","2","15"
"20244","11","서울시","CS200026","자동차미용","1780","1664","116","2","29","2","36"
"20244","11","서울시","CS200025","자동차수리","4577","4101","476","1","58","1","46"
"20244","11","서울시","CS200024","스포츠클럽","4762","4562","200","3","129","3","128"
"20244","11","서울시","CS200023","통신기기수리","535","535","0","1","6","1","7"
"20244","11","서울시","CS200022","복권방","1174","1174","0","0","0","1","17"
"20244","11","서울시","CS200021","기타오락장","1217","1065","152","2","23","4","51"
"20244","11","서울시","CS200020","전자게임장","248","235","13","0","1","7","18"
"20244","11","서울시","CS200019","PC방","1451","1318","133","5","71","5","70"
"20244","11","서울시","CS200018","볼링장","143","143","0","1","1","1","1"
"20244","11","서울시","CS200017","골프연습장","2031","1891","140","3","55","3","51"
"20244","11","서울시","CS200016","당구장","3906","3864","42","4","158","4","152"
"20244","11","서울시","CS200015","세무사사무소","7837","7837","0","2","116","1","65"
"20244","11","서울시","CS200014","회계사사무소","928","928","0","1","6","0","3"
"20244","11","서울시","CS200013","기타법무서비스","2441","2441","0","0","2","1","18"
"20244","11","서울시","CS200012","법무사사무소","2328","2328","0","0","8","1","11"
"20244","11","서울시","CS200011","변리사사무소","980","980","0","0","0","1","5"
"20244","11","서울시","CS200010","변호사사무소","4870","4870","0","1","26","1","68"
"20244","11","서울시","CS200009","동물병원","1036","1026","10","1","8","1","6"
"20244","11","서울시","CS200008","한의원","3816","3816","0","1","25","1","31"
"20244","11","서울시","CS200007","치과의원","4985","4985","0","0","17","1","35"
"20244","11","서울시","CS200006","일반의원","11362","11362","0","2","253","1","78"
"20244","11","서울시","CS200005","스포츠 강습","9041","8756","285","3","225","3","233"
"20244","11","서울시","CS200004","컴퓨터학원","436","428","8","0","0","4","17"
"20244","11","서울시","CS200003","예술학원","10717","10267","450","2","244","3","264"
"20244","11","서울시","CS200002","외국어학원","2334","2275","59","2","41","2","43"
"20244","11","서울시","CS200001","일반교습학원","26773","24550","2223","3","879","2","625"
"20244","11","서울시","CS100010","커피-음료","28230","21096","7134","4","980","4","1188"
"20244","11","서울시","CS100009","호프-간이주점","17092","15207","1885","3","419","4","746"
"20244","11","서울시","CS100008","분식전문점","12321","9314","3007","4","456","4","525"
"20244","11","서울시","CS100007","치킨전문점","6001","2119","3882","3","172","5","294"
"20244","11","서울시","CS100006","패스트푸드점","6614","3086","3528","4","235","4","284"
"20244","11","서울시","CS100005","제과점","7281","5350","1931","4","252","4","278"
"20244","11","서울시","CS100004","양식음식점","8900","7910","990","4","320","4","378"
"20244","11","서울시","CS100003","일식음식점","7501","6378","1123","4","299","4","308"
"20244","11","서울시","CS100002","중식음식점","6354","5534","820","4","234","5","287"
"20244","11","서울시","CS100001","한식음식점","59427","51951","7476","4","2468","4","2071"
"20243","11","서울시","CS300043","전자상거래업","24337","24322","15","0","0","5","1269"
"20243","11","서울시","CS300042","주유소","977","977","0","1","5","2","21"
"20243","11","서울시","CS300041","예술품","2249","2249","0","2","45","2","34"
"20243","11","서울시","CS300040","재생용품 판매점","1281","1281","0","0","0","2","21"
"20243","11","서울시","CS300039","모터사이클및부품","745","745","0","0","0","2","15"
"20243","11","서울시","CS300038","자동차부품","3688","3684","4","0","0","2","62"
"20243","11","서울시","CS300037","중고차판매","945","945","0","0","4","2","23"
"20243","11","서울시","CS300036","조명용품","11340","11332","8","0","18","1","147"
"20243","11","서울시","CS300035","인테리어","4242","4240","2","2","73","2","79"
"20243","11","서울시","CS300034","악기","750","750","0","2","12","1","5"
"20243","11","서울시","CS300033","철물점","2146","2146","0","1","25","1","25"
"20243","11","서울시","CS300032","가전제품","2531","2531","0","1","25","1","32"
"20243","11","서울시","CS300031","가구","3441","3438","3","1","26","2","56"
"20243","11","서울시","CS300030","중고가구","176","176","0","0","0","2","4"
"20243","11","서울시","CS300029","애완동물","2382","2187","195","5","129","4","84"
"20243","11","서울시","CS300028","화초","6125","6083","42","2","123","2","103"
"20243","11","서울시","CS300027","섬유제품","2860","2856","4","1","24","2","60"
"20243","11","서울시","CS300026","완구","950","949","1","4","33","3","25"
"20243","11","서울시","CS300025","자전거 및 기타운송장비","832","832","0","1","8","1","11"
"20243","11","서울시","CS300024","운동/경기용품","3840","3835","5","2","73","2","81"
"20243","11","서울시","CS300023","미용재료","1435","1435","0","0","6","2","25"
"20243","11","서울시","CS300022","화장품","14541","13697","844","0","36","3","358"
"20243","11","서울시","CS300021","문구","4589","4143","446","1","57","2","87"
"20243","11","서울시","CS300020","서적","4254","4174","80","2","73","2","74"
"20243","11","서울시","CS300019","의료기기","3998","3976","22","2","92","2","73"
"20243","11","서울시","CS300018","의약품","8833","8266","567","2","144","2","163"
"20243","11","서울시","CS300017","시계및귀금속","5949","5836","113","1","52","1","83"
"20243","11","서울시","CS300016","안경","2736","2048","688","2","41","1","39"
"20243","11","서울시","CS300015","가방","3033","3015","18","1","30","3","78"
"20243","11","서울시","CS300014","신발","4553","4467","86","1","29","3","121"
"20243","11","서울시","CS300013","유아의류","1760","1658","102","1","20","3","44"
"20243","11","서울시","CS300012","한복점","306","306","0","0","0","0","1"
"20243","11","서울시","CS300011","일반의류","48862","48766","96","1","590","3","1219"
"20243","11","서울시","CS300010","반찬가게","9626","9291","335","3","257","3","245"
"20243","11","서울시","CS300009","청과상","9281","9234","47","3","313","2","203"
"20243","11","서울시","CS300008","수산물판매","5662","5615","47","0","1","3","168"
"20243","11","서울시","CS300007","육류판매","7330","7297","33","1","99","3","198"
"20243","11","서울시","CS300006","미곡판매","3011","3011","0","0","0","1","37"
"20243","11","서울시","CS300005","주류도매","931","931","0","0","0","1","12"
"20243","11","서울시","CS300004","핸드폰","6881","6832","49","1","50","3","179"
"20243","11","서울시","CS300003","컴퓨터및주변장치판매","9401","9398","3","0","21","1","126"
"20243","11","서울시","CS300002","편의점","9533","2634","6899","3","236","4","336"
"20243","11","서울시","CS300001","슈퍼마켓","11845","8227","3618","4","487","4","436"
"20243","11","서울시","CS200047","가정용품임대","1134","1132","2","0","0","2","19"
"20243","11","서울시","CS200046","의류임대","617","615","2","0","0","2","12"
"20243","11","서울시","CS200045","비디오/서적임대","228","206","22","3","6","1","2"
"20243","11","서울시","CS200044","여행사","7059","7053","6","1","43","1","96"
"20243","11","서울시","CS200043","건축물청소","6120","6011","109","2","100","2","149"
"20243","11","서울시","CS200042","통번역서비스","2291","2291","0","0","0","2","49"
"20243","11","서울시","CS200041","사진관","6904","6794","110","1","99","2","145"
"20243","11","서울시","CS200040","녹음실","1178","1176","2","0","0","2","24"
"20243","11","서울시","CS200039","DVD방","29","29","0","0","0","0","0"
"20243","11","서울시","CS200038","독서실","3449","2913","536","6","191","3","110"
"20243","11","서울시","CS200037","노래방","5793","5658","135","2","139","3","196"
"20243","11","서울시","CS200036","고시원","138","138","0","0","0","2","3"
"20243","11","서울시","CS200035","게스트하우스","1558","1544","14","1","9","4","58"
"20243","11","서울시","CS200034","여관","3023","2999","24","6","175","3","84"
"20243","11","서울시","CS200033","부동산중개업","40911","40854","57","0","22","2","884"
"20243","11","서울시","CS200032","가전제품수리","2995","2992","3","0","12","2","48"
"20243","11","서울시","CS200031","세탁소","6049","5011","1038","2","115","2","114"
"20243","11","서울시","CS200030","피부관리실","8748","8474","274","5","449","2","197"
"20243","11","서울시","CS200029","네일숍","5060","4972","88","0","2","2","120"
"20243","11","서울시","CS200028","미용실","21774","20146","1628","2","375","2","346"
"20243","11","서울시","CS200027","모터사이클수리","720","707","13","3","23","2","11"
"20243","11","서울시","CS200026","자동차미용","1788","1671","117","2","38","2","42"
"20243","11","서울시","CS200025","자동차수리","4566","4087","479","1","56","1","55"
"20243","11","서울시","CS200024","스포츠클럽","4761","4560","201","4","206","3","124"
"20243","11","서울시","CS200023","통신기기수리","536","536","0","0","0","2","10"
"20243","11","서울시","CS200022","복권방","1191","1191","0","0","0","2","21"
"20243","11","서울시","CS200021","기타오락장","1244","1094","150","2","26","6","73"
"20243","11","서울시","CS200020","전자게임장","265","253","12","0","1","7","19"
"20243","11","서울시","CS200019","PC방","1450","1314","136","7","100","6","83"
"20243","11","서울시","CS200018","볼링장","143","143","0","1","2","2","3"
"20243","11","서울시","CS200017","골프연습장","2027","1890","137","3","52","3","52"
"20243","11","서울시","CS200016","당구장","3900","3848","52","4","165","4","138"
"20243","11","서울시","CS200015","세무사사무소","7785","7785","0","2","163","1","76"
"20243","11","서울시","CS200014","회계사사무소","925","925","0","0","0","2","15"
"20243","11","서울시","CS200013","기타법무서비스","2457","2457","0","0","0","2","48"
"20243","11","서울시","CS200012","법무사사무소","2330","2330","0","0","0","1","30"
"20243","11","서울시","CS200011","변리사사무소","985","985","0","0","0","1","9"
"20243","11","서울시","CS200010","변호사사무소","4910","4910","0","0","0","2","83"
"20243","11","서울시","CS200009","동물병원","1034","1024","10","1","9","1","7"
"20243","11","서울시","CS200008","한의원","3822","3822","0","0","0","1","49"
"20243","11","서울시","CS200007","치과의원","5003","5003","0","0","0","1","53"
"20243","11","서울시","CS200006","일반의원","11189","11189","0","3","289","1","105"
"20243","11","서울시","CS200005","스포츠 강습","9049","8759","290","2","214","3","253"
"20243","11","서울시","CS200004","컴퓨터학원","453","445","8","0","0","4","16"
"20243","11","서울시","CS200003","예술학원","10738","10281","457","3","281","2","248"
"20243","11","서울시","CS200002","외국어학원","2337","2277","60","0","1","2","56"
"20243","11","서울시","CS200001","일반교습학원","26524","24306","2218","4","1110","2","579"
"20243","11","서울시","CS100010","커피-음료","28437","21302","7135","4","1163","5","1365"
"20243","11","서울시","CS100009","호프-간이주점","17421","15498","1923","2","410","4","773"
"20243","11","서울시","CS100008","분식전문점","12391","9335","3056","4","499","5","612"
"20243","11","서울시","CS100007","치킨전문점","6122","2186","3936","2","119","5","308"
"20243","11","서울시","CS100006","패스트푸드점","6663","3142","3521","3","203","5","337"
"20243","11","서울시","CS100005","제과점","7305","5349","1956","4","255","4","310"
"20243","11","서울시","CS100004","양식음식점","8956","7939","1017","3","270","4","387"
"20243","11","서울시","CS100003","일식음식점","7510","6372","1138","5","402","4","314"
"20243","11","서울시","CS100002","중식음식점","6406","5559","847","4","225","5","340"
"20243","11","서울시","CS100001","한식음식점","59035","51531","7504","4","2512","4","2308"
"20242","11","서울시","CS300043","전자상거래업","25606","25590","16","0","0","6","1482"
"20242","11","서울시","CS300042","주유소","993","993","0","2","18","2","20"
"20242","11","서울시","CS300041","예술품","2238","2238","0","2","47","2","38"
"20242","11","서울시","CS300040","재생용품 판매점","1302","1302","0","0","0","2","21"
"20242","11","서울시","CS300039","모터사이클및부품","760","760","0","0","0","2","13"
"20242","11","서울시","CS300038","자동차부품","3750","3746","4","0","0","1","46"
"20242","11","서울시","CS300037","중고차판매","964","964","0","0","2","2","14"
"20242","11","서울시","CS300036","조명용품","11469","11461","8","0","16","1","86"
"20242","11","서울시","CS300035","인테리어","4248","4246","2","2","81","2","77"
"20242","11","서울시","CS300034","악기","743","743","0","1","5","1","9"
"20242","11","서울시","CS300033","철물점","2146","2145","1","1","28","1","22"
"20242","11","서울시","CS300032","가전제품","2538","2538","0","1","14","1","30"
"20242","11","서울시","CS300031","가구","3471","3468","3","1","28","1","49"
"20242","11","서울시","CS300030","중고가구","180","180","0","0","0","2","4"
"20242","11","서울시","CS300029","애완동물","2337","2140","197","7","153","3","72"
"20242","11","서울시","CS300028","화초","6105","6061","44","3","151","2","120"
"20242","11","서울시","CS300027","섬유제품","2896","2892","4","1","39","2","45"
"20242","11","서울시","CS300026","완구","942","941","1","3","24","3","28"
"20242","11","서울시","CS300025","자전거 및 기타운송장비","835","835","0","1","12","2","15"
"20242","11","서울시","CS300024","운동/경기용품","3848","3843","5","2","78","2","59"
"20242","11","서울시","CS300023","미용재료","1454","1454","0","0","5","2","23"
"20242","11","서울시","CS300022","화장품","14863","13999","864","0","37","3","376"
"20242","11","서울시","CS300021","문구","4619","4171","448","2","97","2","106"
"20242","11","서울시","CS300020","서적","4255","4172","83","2","67","2","72"
"20242","11","서울시","CS300019","의료기기","3979","3957","22","2","88","2","62"
"20242","11","서울시","CS300018","의약품","8852","8282","570","2","168","2","196"
"20242","11","서울시","CS300017","시계및귀금속","5980","5867","113","1","40","1","69"
"20242","11","서울시","CS300016","안경","2734","2044","690","2","55","2","46"
"20242","11","서울시","CS300015","가방","3081","3063","18","1","43","2","53"
"20242","11","서울시","CS300014","신발","4645","4558","87","1","37","2","97"
"20242","11","서울시","CS300013","유아의류","1784","1678","106","1","24","3","53"
"20242","11","서울시","CS300012","한복점","307","307","0","0","0","3","9"
"20242","11","서울시","CS300011","일반의류","49491","49393","98","1","619","2","1106"
"20242","11","서울시","CS300010","반찬가게","9614","9279","335","4","332","2","213"
"20242","11","서울시","CS300009","청과상","9171","9125","46","3","255","2","207"
"20242","11","서울시","CS300008","수산물판매","5829","5783","46","0","1","2","126"
"20242","11","서울시","CS300007","육류판매","7429","7396","33","1","95","3","199"
"20242","11","서울시","CS300006","미곡판매","3048","3048","0","0","0","1","39"
"20242","11","서울시","CS300005","주류도매","943","943","0","0","0","1","11"
"20242","11","서울시","CS300004","핸드폰","7010","6960","50","1","64","3","195"
"20242","11","서울시","CS300003","컴퓨터및주변장치판매","9506","9503","3","0","24","1","119"
"20242","11","서울시","CS300002","편의점","9633","2631","7002","3","301","4","387"
"20242","11","서울시","CS300001","슈퍼마켓","11794","8214","3580","5","586","3","379"
"20242","11","서울시","CS200047","가정용품임대","1153","1151","2","0","0","3","29"
"20242","11","서울시","CS200046","의류임대","629","627","2","0","0","3","20"
"20242","11","서울시","CS200045","비디오/서적임대","224","202","22","3","7","2","5"
"20242","11","서울시","CS200044","여행사","7112","7106","6","1","45","2","107"
"20242","11","서울시","CS200043","건축물청소","6169","6059","110","2","133","3","153"
"20242","11","서울시","CS200042","통번역서비스","2340","2340","0","0","6","2","39"
"20242","11","서울시","CS200041","사진관","6950","6838","112","2","110","2","141"
"20242","11","서울시","CS200040","녹음실","1202","1200","2","0","0","1","15"
"20242","11","서울시","CS200039","DVD방","29","29","0","0","0","10","3"
"20242","11","서울시","CS200038","독서실","3368","2817","551","6","184","4","125"
"20242","11","서울시","CS200037","노래방","5850","5714","136","2","123","4","209"
"20242","11","서울시","CS200036","고시원","141","141","0","0","0","0","0"
"20242","11","서울시","CS200035","게스트하우스","1607","1593","14","0","0","2","38"
"20242","11","서울시","CS200034","여관","2932","2908","24","6","167","3","84"
"20242","11","서울시","CS200033","부동산중개업","41773","41715","58","0","32","3","1036"
"20242","11","서울시","CS200032","가전제품수리","3031","3028","3","0","7","2","61"
"20242","11","서울시","CS200031","세탁소","6048","4998","1050","2","120","2","110"
"20242","11","서울시","CS200030","피부관리실","8496","8224","272","8","637","3","213"
"20242","11","서울시","CS200029","네일숍","5178","5088","90","0","0","3","130"
"20242","11","서울시","CS200028","미용실","21745","20108","1637","2","427","2","418"
"20242","11","서울시","CS200027","모터사이클수리","708","695","13","2","17","1","9"
"20242","11","서울시","CS200026","자동차미용","1792","1675","117","4","76","3","46"
"20242","11","서울시","CS200025","자동차수리","4565","4089","476","1","50","1","45"
"20242","11","서울시","CS200024","스포츠클럽","4679","4476","203","4","188","3","115"
"20242","11","서울시","CS200023","통신기기수리","546","546","0","0","0","2","8"
"20242","11","서울시","CS200022","복권방","1212","1212","0","0","0","2","20"
"20242","11","서울시","CS200021","기타오락장","1291","1144","147","2","30","8","108"
"20242","11","서울시","CS200020","전자게임장","283","271","12","1","2","6","17"
"20242","11","서울시","CS200019","PC방","1433","1289","144","6","90","6","87"
"20242","11","서울시","CS200018","볼링장","144","144","0","1","2","1","2"
"20242","11","서울시","CS200017","골프연습장","2027","1892","135","3","50","3","54"
"20242","11","서울시","CS200016","당구장","3873","3821","52","5","204","4","139"
"20242","11","서울시","CS200015","세무사사무소","7698","7698","0","2","151","1","35"
"20242","11","서울시","CS200014","회계사사무소","940","940","0","0","0","0","3"
"20242","11","서울시","CS200013","기타법무서비스","2505","2505","0","0","0","1","33"
"20242","11","서울시","CS200012","법무사사무소","2360","2360","0","0","0","1","19"
"20242","11","서울시","CS200011","변리사사무소","994","994","0","0","0","1","11"
"20242","11","서울시","CS200010","변호사사무소","4993","4993","0","0","0","1","61"
"20242","11","서울시","CS200009","동물병원","1032","1022","10","2","17","0","2"
"20242","11","서울시","CS200008","한의원","3871","3871","0","0","0","2","61"
"20242","11","서울시","CS200007","치과의원","5056","5056","0","0","0","1","61"
"20242","11","서울시","CS200006","일반의원","11005","11005","0","3","311","1","86"
"20242","11","서울시","CS200005","스포츠 강습","9088","8792","296","2","207","3","290"
"20242","11","서울시","CS200004","컴퓨터학원","469","461","8","0","0","5","22"
"20242","11","서울시","CS200003","예술학원","10705","10249","456","3","310","3","344"
"20242","11","서울시","CS200002","외국어학원","2392","2327","65","0","0","2","57"
"20242","11","서울시","CS200001","일반교습학원","25993","23768","2225","4","1144","2","567"
"20242","11","서울시","CS100010","커피-음료","28639","21520","7119","4","1222","4","1258"
"20242","11","서울시","CS100009","호프-간이주점","17784","15811","1973","3","471","5","866"
"20242","11","서울시","CS100008","분식전문점","12504","9395","3109","5","597","5","567"
"20242","11","서울시","CS100007","치킨전문점","6311","2302","4009","2","145","5","322"
"20242","11","서울시","CS100006","패스트푸드점","6797","3246","3551","3","231","4","301"
"20242","11","서울시","CS100005","제과점","7360","5374","1986","4","276","4","285"
"20242","11","서울시","CS100004","양식음식점","9073","8041","1032","4","356","5","428"
"20242","11","서울시","CS100003","일식음식점","7422","6265","1157","6","430","5","358"
"20242","11","서울시","CS100002","중식음식점","6521","5651","870","4","275","5","311"
"20242","11","서울시","CS100001","한식음식점","58831","51213","7618","5","2821","4","2382"
"20241","11","서울시","CS300043","전자상거래업","27088","27072","16","0","40","10","2705"
"20241","11","서울시","CS300042","주유소","995","995","0","1","10","1","12"
"20241","11","서울시","CS300041","예술품","2229","2229","0","2","39","3","63"
"20241","11","서울시","CS300040","재생용품 판매점","1323","1323","0","0","1","2","21"
"20241","11","서울시","CS300039","모터사이클및부품","773","773","0","0","1","5","37"
"20241","11","서울시","CS300038","자동차부품","3796","3792","4","0","6","2","79"
"20241","11","서울시","CS300037","중고차판매","976","976","0","1","7","3","32"
"20241","11","서울시","CS300036","조명용품","11539","11531","8","0","20","1","141"
"20241","11","서울시","CS300035","인테리어","4244","4242","2","2","82","2","95"
"20241","11","서울시","CS300034","악기","747","747","0","1","4","2","15"
"20241","11","서울시","CS300033","철물점","2140","2139","1","1","25","1","28"
"20241","11","서울시","CS300032","가전제품","2554","2554","0","1","20","2","45"
"20241","11","서울시","CS300031","가구","3492","3489","3","1","34","2","84"
"20241","11","서울시","CS300030","중고가구","184","184","0","0","0","3","5"
"20241","11","서울시","CS300029","애완동물","2256","2057","199","7","151","3","68"
"20241","11","서울시","CS300028","화초","6074","6030","44","3","175","3","168"
"20241","11","서울시","CS300027","섬유제품","2902","2898","4","1","30","2","48"
"20241","11","서울시","CS300026","완구","946","945","1","4","34","3","25"
"20241","11","서울시","CS300025","자전거 및 기타운송장비","838","838","0","2","18","3","27"
"20241","11","서울시","CS300024","운동/경기용품","3829","3824","5","2","91","2","62"
"20241","11","서울시","CS300023","미용재료","1472","1472","0","1","12","2","25"
"20241","11","서울시","CS300022","화장품","15202","14320","882","1","84","3","509"
"20241","11","서울시","CS300021","문구","4628","4173","455","2","108","2","95"
"20241","11","서울시","CS300020","서적","4260","4178","82","2","89","3","110"
"20241","11","서울시","CS300019","의료기기","3953","3930","23","2","92","2","71"
"20241","11","서울시","CS300018","의약품","8880","8317","563","3","276","2","167"
"20241","11","서울시","CS300017","시계및귀금속","6009","5896","113","1","54","2","99"
"20241","11","서울시","CS300016","안경","2725","2033","692","2","57","1","35"
"20241","11","서울시","CS300015","가방","3091","3072","19","1","33","3","98"
"20241","11","서울시","CS300014","신발","4705","4617","88","1","56","3","126"
"20241","11","서울시","CS300013","유아의류","1813","1702","111","1","21","3","59"
"20241","11","서울시","CS300012","한복점","316","316","0","0","0","3","8"
"20241","11","서울시","CS300011","일반의류","49978","49877","101","1","634","3","1522"
"20241","11","서울시","CS300010","반찬가게","9495","9159","336","3","295","3","260"
"20241","11","서울시","CS300009","청과상","9123","9076","47","3","289","3","269"
"20241","11","서울시","CS300008","수산물판매","5954","5907","47","0","11","2","132"
"20241","11","서울시","CS300007","육류판매","7533","7495","38","1","107","3","233"
"20241","11","서울시","CS300006","미곡판매","3087","3087","0","0","4","2","72"
"20241","11","서울시","CS300005","주류도매","954","954","0","0","2","1","10"
"20241","11","서울시","CS300004","핸드폰","7141","7091","50","1","88","4","263"
"20241","11","서울시","CS300003","컴퓨터및주변장치판매","9601","9598","3","1","45","2","155"
"20241","11","서울시","CS300002","편의점","9719","2654","7065","3","330","4","356"
"20241","11","서울시","CS300001","슈퍼마켓","11587","8145","3442","5","538","3","395"
"20241","11","서울시","CS200047","가정용품임대","1182","1180","2","0","3","3","36"
"20241","11","서울시","CS200046","의류임대","649","647","2","0","2","2","13"
"20241","11","서울시","CS200045","비디오/서적임대","222","200","22","5","10","5","11"
"20241","11","서울시","CS200044","여행사","7174","7168","6","1","50","2","123"
"20241","11","서울시","CS200043","건축물청소","6189","6077","112","2","116","3","170"
"20241","11","서울시","CS200042","통번역서비스","2373","2373","0","0","3","4","89"
"20241","11","서울시","CS200041","사진관","6981","6866","115","2","155","3","186"
"20241","11","서울시","CS200040","녹음실","1217","1215","2","0","1","2","27"
"20241","11","서울시","CS200039","DVD방","32","32","0","0","0","0","0"
"20241","11","서울시","CS200038","독서실","3309","2750","559","7","240","5","156"
"20241","11","서울시","CS200037","노래방","5936","5800","136","3","146","3","173"
"20241","11","서울시","CS200036","고시원","141","141","0","0","0","4","6"
"20241","11","서울시","CS200035","게스트하우스","1645","1631","14","0","7","3","44"
"20241","11","서울시","CS200034","여관","2849","2825","24","8","215","2","59"
"20241","11","서울시","CS200033","부동산중개업","42777","42714","63","0","151","3","1158"
"20241","11","서울시","CS200032","가전제품수리","3085","3082","3","1","16","2","72"
"20241","11","서울시","CS200031","세탁소","6038","4984","1054","3","157","2","114"
"20241","11","서울시","CS200030","피부관리실","8072","7803","269","8","608","3","209"
"20241","11","서울시","CS200029","네일숍","5308","5214","94","1","62","2","125"
"20241","11","서울시","CS200028","미용실","21736","20099","1637","2","471","2","353"
"20241","11","서울시","CS200027","모터사이클수리","700","687","13","3","20","2","15"
"20241","11","서울시","CS200026","자동차미용","1762","1642","120","2","42","5","79"
"20241","11","서울시","CS200025","자동차수리","4560","4079","481","1","66","1","57"
"20241","11","서울시","CS200024","스포츠클럽","4606","4402","204","6","263","3","158"
"20241","11","서울시","CS200023","통신기기수리","554","554","0","0","0","4","21"
"20241","11","서울시","CS200022","복권방","1232","1232","0","1","8","1","17"
"20241","11","서울시","CS200021","기타오락장","1369","1224","145","3","36","8","106"
"20241","11","서울시","CS200020","전자게임장","298","288","10","1","2","6","18"
"20241","11","서울시","CS200019","PC방","1430","1281","149","6","87","6","78"
"20241","11","서울시","CS200018","볼링장","144","144","0","2","3","2","3"
"20241","11","서울시","CS200017","골프연습장","2031","1899","132","3","63","3","56"
"20241","11","서울시","CS200016","당구장","3808","3760","48","6","231","5","181"
"20241","11","서울시","CS200015","세무사사무소","7582","7582","0","3","209","1","68"
"20241","11","서울시","CS200014","회계사사무소","943","943","0","0","0","1","6"
"20241","11","서울시","CS200013","기타법무서비스","2538","2538","0","0","5","2","58"
"20241","11","서울시","CS200012","법무사사무소","2379","2379","0","1","12","1","33"
"20241","11","서울시","CS200011","변리사사무소","1005","1005","0","0","4","1","8"
"20241","11","서울시","CS200010","변호사사무소","5054","5054","0","1","25","2","95"
"20241","11","서울시","CS200009","동물병원","1017","1007","10","1","13","1","6"
"20241","11","서울시","CS200008","한의원","3932","3932","0","1","32","2","59"
"20241","11","서울시","CS200007","치과의원","5117","5117","0","1","39","1","65"
"20241","11","서울시","CS200006","일반의원","10780","10780","0","4","403","1","112"
